"scenario","type","valence","mean","sd"
29,"document","ambiguous",0.378473506718892,0.292246820671443
29,"document","inculpatory",1.52734871643386,0.299477588536496
29,"witness","exculpatory",-0.698015393414872,0.218799085427264
29,"witness","ambiguous",-0.164573542233974,0.17203867919945
29,"witness","inculpatory",1.38594106695377,0.21344023208353
29,"character","exculpatory",-0.323723789570259,0.145852284114513
29,"character","inculpatory",0.843481944484194,0.208372121725537
30,"physical","exculpatory",-0.915878499134983,0.282866763843265
30,"physical","ambiguous",-0.227174220885915,0.290610424945131
30,"physical","inculpatory",1.6708229398249,0.33689280282784
30,"document","exculpatory",-1.05472058233899,0.301315515831151
30,"document","ambiguous",1.14129979907236,0.313722717413711
30,"document","inculpatory",1.83136343643093,0.329120329295086
30,"witness","exculpatory",-1.01680170539096,0.273399546283298
30,"witness","ambiguous",-0.135946530108376,0.17812432499156
30,"witness","inculpatory",1.43633525223521,0.231465122654587
30,"character","exculpatory",-0.285352123122544,0.14984578642491
30,"character","inculpatory",0.760165418962642,0.220059621408402
31,"physical","exculpatory",-1.05276749715163,0.265613410158865
31,"physical","ambiguous",0.223480689430065,0.255786582977541
31,"physical","inculpatory",2.31009590866589,0.34065656498628
31,"document","exculpatory",-0.844498402130931,0.265315252006927
31,"document","ambiguous",0.464305945810628,0.272943483423979
31,"document","inculpatory",1.72696504870263,0.312193039906037
31,"witness","exculpatory",-0.523252803339982,0.246801205137677
31,"witness","ambiguous",-0.178724917740644,0.174530808454396
31,"witness","inculpatory",1.26299913646473,0.209529892272391
31,"character","exculpatory",-0.344013534798079,0.145363090807846
31,"character","inculpatory",0.984022557308901,0.228284322506885
