source_file,setUpRoutine.started,setUpRoutine.stopped,participant,condition,date,expName,psychopyVersion,OS,frameRate,appendEvidence.started,appendEvidence.stopped,Introduction1.started,Introduction1.stopped,infiniteLoop.thisRepN,infiniteLoop.thisTrialN,infiniteLoop.thisN,infiniteLoop.thisIndex,infiniteLoop.ran,evidenceCategory,Scenerio.started,Scenerio.stopped,physical,document,witness,character,continueScenerioButton.keys,continueScenerioButton.rt,continueScenerioButton.duration,Instructions.started,Instructions.stopped,instructionContinue.keys,instructionContinue.rt,instructionContinue.duration,waitThirty.started,waitThirty.stopped,waitThirtyContinueButton.numClicks,waitThirtyContinueButton.timesOn,waitThirtyContinueButton.timesOff,userResponse.started,userResponse.stopped,responseTextBox.text,userResponseContinue.numClicks,userResponseContinue.timesOn,userResponseContinue.timesOff,Survey.started,Survey.stopped,rating.response,recall.response,know.response,realrate.response,verdict.response,surveyNext.numClicks,surveyNext.timesOn,surveyNext.timesOff,knowledgeChecked,knowledgeCheck.started,knowledgeCheck.stopped,knowledgeCheckSuccess,knowledgeCheckResponseSlider.response,knowledgeCheckNext.numClicks,knowledgeCheckNext.timesOn,knowledgeCheckNext.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rank,severity,crime,crimeType,crimeDescription,baseScenerio,physicalInc,physicalExc,physicalAmb,documentInc,documentExc,documentAmb,witnessInc,witnessExc,witnessAmb,characterInc,characterExc,characterVirtue,draftedBy,recallKnowledgeCheck.started,recallKnowledgeCheck.stopped,recallResponseTextBox.text,recallResponseContinue.numClicks,recallResponseContinue.timesOn,recallResponseContinue.timesOff,filename,file_timestamp,participant_unique
/Users/rogershome/Downloads/juror_data_full/Batch 1/Experiment Files/1081_Legal_Decision_Making_Study_2025-10-28_22h00.42.607.csv,NA,NA,1081,recall,2025-10-28_22h01.30.899,JurorPsychopyTest,2025.1.1,Win32,59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,2472.3698,2484.1046,ambiguous,ambiguous,ambiguous,clear_ex,right,11.7312,NA,2484.1047,2486.4041,right,2.2893,NA,2486.4074,2518.0289,1,[1.6326000000240128],[1.6327999999525673],2518.0322,2654.0503,"Tyrone Jackson, one of the investor in a real estate project is accused of bribing a zoning-board office by giving him an envelope containing 50, 000 cash in return for a favorable zoning vote on the project ",1,[2654.0982000000477],[2654.0982000000477],2654.0523,2659.64,68,72,60,62,Guilty,1,[0.8666000000239364],[0.8666000000239364],Scenerio,2659.6457,2711.8089,True,1,1,[30.024899999976242],[30.024899999976242],0,8,8,2,1,14,F,Bribery of Public Official,Fraud & bribery,Bribing a public official.,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",DNA from under the sealed flap of the bribe envelope matches Mr. Jackson.,DNA from under the sealed flap of the bribe envelope matches someone other than Mr. Jackson.,"DNA from the bribe envelope partly matches Mr. Jackson’s DNA, but the DNA sample is degraded and not reliable.","Records show cash withdrawals of $9,500 from Mr. Jackson’s bank account for five consecutive months – totaling $47,500 -- leading up to the zoning board vote.",Mr. Jackson’s bank account records for a year before the zoning vote show no unusual withdrawals.,"Bank records and a deed of sale show that Mr. Jackson sold his 34-foot sailboat for $43,000 three weeks before the zoning vote.",A zoning board clerk saw someone she later identified as Mr. Jackson give an envelope of the same type as the bribe envelope to the zoning official just before the vote.,A zoning board clerk said that Mr. Jackson is not the man she saw giving an envelope of the same type as the bribe envelope to the zoning official just before the vote.,"A zoning board clerk said the man who handed an envelope of the same type as the bribe envelope to the zoning official just before the vote “was maybe” Mr. Jackson, but “I never got enough of a look to be at all sure.”",Mr. Jackson was previously convicted of failing to pay his taxes.,The head of the local Better Business Bureau testified that Mr. Jackson has a good character as an honest businessman.,Propensity,????,NA,NA,NA,NA,NA,NA,1081_Legal_Decision_Making_Study_2025-10-28_22h00.42.607.csv,2025-10-28_22h00.42.607,1081_2025-10-28_22h00.42.607
/Users/rogershome/Downloads/juror_data_full/Batch 1/Experiment Files/1081_Legal_Decision_Making_Study_2025-10-28_22h00.42.607.csv,NA,NA,1081,recall,2025-10-28_22h01.30.899,JurorPsychopyTest,2025.1.1,Win32,59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,2711.8134,2720.4729,clear_in,clear_in,none,clear_ex,right,8.6543,NA,2720.4729,2721.7727,right,1.2912,NA,2721.7768,2759.9121,1,[8.148000000000138],[8.148000000000138],2759.9158,2901.8827,Patty Garcia had been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother hospital room while the mother was sleeping ,1,[2901.9307000000476],[2901.9307000000476],2901.8851,2906.905,57,69,57,66,Guilty,1,[0.5662000000475018],[0.5662000000475018],Scenerio,2906.9107,2917.4526,True,1,1,[3.0987000000477565],[3.0987000000477565],0,9,9,6,1,22,E,Kidnapping 2nd degree,"Assault, kidnapping",Kidnapping a newborn.,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,A crime lab analyst testified that the newborn’s DNA was found in Ms. Garcia’s home.,"A crime lab analysis showed that no DNA from the mother’s hospital room matches Ms. Garcia’s, and there was no DNA from the baby in Ms. Garcia’s home or car.",Ms. Garcia’s DNA matched DNA from a bathroom near the hospital’s emergency room doors.,A digital evidence expert testified that hospital security cameras show Ms. Garcia leaving the hospital with a baby in her arms.,A digital evidence expert testified that hospital security cameras show Ms. Garcia leaving the hospital empty handed while the mother was sleeping.,"Hospital security cameras show a woman loading a baby into a car’s back seat, but neither the driver nor the license number are clear.",A patient smoking near the hospital’s back exit door testified to seeing a woman he identified as Ms. Garcia leave the hospital with a crying baby.,A nurse testified she saw Ms. Garcia visiting a patient on a different floor when the alarm alerted nurses staff that a baby had been taken from the maternity floor.,"The attendant who raised the hospital parking gate for Ms. Garcia to leave testified that what looked like a baby carrier was in the back seat, but could not see if it held a baby.",Ms. Garcia was previously convicted for attempted carjacking.,A prominent leader in the community has testified that his opinion of Ms. Garcia after knowing her for years is that she is a very truthful person.,Truthfulness,Artemis,NA,NA,NA,NA,NA,NA,1081_Legal_Decision_Making_Study_2025-10-28_22h00.42.607.csv,2025-10-28_22h00.42.607,1081_2025-10-28_22h00.42.607
/Users/rogershome/Downloads/juror_data_full/Batch 1/Experiment Files/1081_Legal_Decision_Making_Study_2025-10-28_22h00.42.607.csv,NA,NA,1081,recall,2025-10-28_22h01.30.899,JurorPsychopyTest,2025.1.1,Win32,59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2917.4553,2977.4606,"kidnapping, accused, crime, analysis, years",1,[2977.4628000000716],[2977.4628000000716],1081_Legal_Decision_Making_Study_2025-10-28_22h00.42.607.csv,2025-10-28_22h00.42.607,1081_2025-10-28_22h00.42.607
/Users/rogershome/Downloads/juror_data_full/Batch 1/Experiment Files/1081_Legal_Decision_Making_Study_2025-10-28_22h00.42.607.csv,NA,NA,1081,recall,2025-10-28_22h01.30.899,JurorPsychopyTest,2025.1.1,Win32,59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081_Legal_Decision_Making_Study_2025-10-28_22h00.42.607.csv,2025-10-28_22h00.42.607,1081_2025-10-28_22h00.42.607
/Users/rogershome/Downloads/juror_data_full/Batch 1/Experiment Files/2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,2e-4,3e-4,2697,simulation,2025-10-28_23h28.21.653,JurorPsychopyTest,2025.1.1,Win32,30.03003003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,2025-10-28_23h28.17.992,2697_2025-10-28_23h28.17.992
/Users/rogershome/Downloads/juror_data_full/Batch 1/Experiment Files/2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,NA,NA,2697,simulation,2025-10-28_23h28.21.653,JurorPsychopyTest,2025.1.1,Win32,30.03003003,0.0104,0.0104,221.112,252.9192,4,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,2025-10-28_23h28.17.992,2697_2025-10-28_23h28.17.992
/Users/rogershome/Downloads/juror_data_full/Batch 1/Experiment Files/2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,NA,NA,2697,simulation,2025-10-28_23h28.21.653,JurorPsychopyTest,2025.1.1,Win32,30.03003003,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,252.9288,308.5854,clear_ex,ambiguous,ambiguous,none,right,55.6557,NA,308.5867,341.543,right,32.9502,NA,341.5433,375.2761,1,[3.7334000000022343],[3.7334000000022343],375.2764,782.8056,"Someone is having a very loud party late at night.  Someone dials 911 and tells the operator that if she doesn't do anything about it, he will.  Shots are fired, but an eyewitness can't tell where they came from.  Police find shell casings in the neighbors yard, but they did not come from the defendant's only gun.",1,[782.8571000000014],[782.8571000000014],782.8062,802.0381,11,15,4,62,Not Guilty,1,[2.257800000000657],[2.257800000000657],Evidence,802.0388,820.1379,True,1,1,[3.1585000000000036],[3.1585000000000036],0,0,0,4,1,19,E,Discharge weapon into occupied property,"Assault, kidnapping",Firing a gun into a party and injuring two people.,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass.",Markings on bullets recovered from the neighbor’s yard match bullets test-fired from Mr. Anderson’s gun.,Markings on bullets in the neighbor’s yard do not match bullets test-fired from Mr. Anderson’s only gun.,"Markings on bullets later found in in the neighbor’s yard are the same caliber as a gun owned by Mr. Anderson, but the bullets were too damaged for a definite match.","911 recorded a caller from Mr. Anderson’s phone telling the operator, “If you don’t do something about the party, I will.”","911 recorded a caller from a different neighbor’s phone telling the operator, “If you don’t do something about the party, I will.”","911 recorded a call from a phone with no caller ID, telling the operator, “If you don’t do something about his party, I will.”",A woman at the party says she saw someone she later identified as Mr. Anderson shooting from a window in his house.,A woman at the party says she saw someone with a gun at an open window in a house across the street from Mr. Anderson’s house.,An eyewitness says she could not tell whether the shots came from Mr. Anderson’s house or the house across the street.,A neighbor testified that Mr. Anderson has a reputation for being violent.,A neighbor testified that Mr. Anderson has a reputation for non-violence.,Propensity,???,NA,NA,NA,NA,NA,NA,2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,2025-10-28_23h28.17.992,2697_2025-10-28_23h28.17.992
/Users/rogershome/Downloads/juror_data_full/Batch 1/Experiment Files/2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,NA,NA,2697,simulation,2025-10-28_23h28.21.653,JurorPsychopyTest,2025.1.1,Win32,30.03003003,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,820.1392,862.7789,ambiguous,ambiguous,clear_in,none,right,42.639,NA,862.779,906.2445,right,43.4652,NA,906.2773,949.9029,1,[13.666600000001495],[13.666600000001495],949.9034,1227.867,"A woman is suspected of stealing from a target store. She cuts the tags off and goes through the check-out paying only for a few food items, which is confirmed by the receipt.  Upon being questioned, the cashier remembered the woman that went through her line wearing the clothes she's accused of stealing.  Fingerprints were recovered, but the police can't match the print to the defendant's finger print.",1,[1227.9186000000016],[1227.9187000000031],1227.8676,1275.6324,57,27,13,63,Not Guilty,1,[5.066500000000133],[5.066500000000133],Scenerio,1275.634,1295.7322,True,3,1,[1.2251000000014756],[1.2251000000014756],0,1,1,1,1,6,M1,Larceny misdemeanor,Burglary & theft,Shoplifting clothing.,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",Torn packaging left in the changing room carries Mrs. Mitchell’s fingerprints.,Mrs. Mitchell’s fingerprints do not match those inside the torn packaging from in the changing room,"Mrs. Mitchell’s fingerprints have some similarities to prints in the torn packaging from changing room, but not enough to be sure of a match.","In Mrs. Mitchell’s apartment, police found a Target receipt, time-stamped around the time of the theft, for peanut butter, chocolate milk, and raisin bread.",A gas receipt shows Mrs. Mitchell’s credit card was used 20 miles from the Target 10 minutes before the theft.,A credit card receipt shows that Mrs. Mitchell used her credit card to purchase several items at a convenience store 25 miles away from the Target on the day the theft occurred.,"A cashier testified that Mrs. Mitchell is the person who bought peanut butter, chocolate milk, and raisin bread while wearing the kind of jacket and cap that were taken.","A cashier testified that Mrs. Mitchell is not the woman who bought peanut butter, chocolate milk, and raisin bread.","A cashier testified that Mrs. Mitchell “might be” the woman buying peanut butter, chocolate milk, and raisin bread.","Mrs. Mitchell's former employer says that in his opinion, she was prone to theft.",Mrs. Mitchell testified that she is not the kind of person who would ever steal anything from anyone.,Propensity,Pate,NA,NA,NA,NA,NA,NA,2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,2025-10-28_23h28.17.992,2697_2025-10-28_23h28.17.992
/Users/rogershome/Downloads/juror_data_full/Batch 1/Experiment Files/2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,NA,NA,2697,simulation,2025-10-28_23h28.21.653,JurorPsychopyTest,2025.1.1,Win32,30.03003003,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,1295.7339,1365.6068,ambiguous,ambiguous,none,clear_in,right,69.872,NA,1365.6068,1410.3644,right,44.7419,NA,1410.3653,1449.964,1,[9.59989999999857],[9.59989999999857],1449.9644,1712.1947,"A man is accused of accepting bribes for a zoning permit. The accused man was guilty of tax evasion in the past. Police found DNA, but it wasn't conclusive, they didn't know who's it was as it was a bad sample.  It's been noticed that the man accused of taking a bribe sold his sailboat a few weeks before the alleged bribe took place. ",1,[1712.2464000000023],[1712.2464000000023],1712.1954,1726.9606,1,11,13,66,Not Guilty,1,[2.358500000000049],[2.358500000000049],Scenerio,1726.962,1737.5027,True,1,1,[2.1333999999985735],[2.1333999999985735],0,2,2,2,1,14,F,Bribery of Public Official,Fraud & bribery,Bribing a public official.,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",DNA from under the sealed flap of the bribe envelope matches Mr. Jackson.,DNA from under the sealed flap of the bribe envelope matches someone other than Mr. Jackson.,"DNA from the bribe envelope partly matches Mr. Jackson’s DNA, but the DNA sample is degraded and not reliable.","Records show cash withdrawals of $9,500 from Mr. Jackson’s bank account for five consecutive months – totaling $47,500 -- leading up to the zoning board vote.",Mr. Jackson’s bank account records for a year before the zoning vote show no unusual withdrawals.,"Bank records and a deed of sale show that Mr. Jackson sold his 34-foot sailboat for $43,000 three weeks before the zoning vote.",A zoning board clerk saw someone she later identified as Mr. Jackson give an envelope of the same type as the bribe envelope to the zoning official just before the vote.,A zoning board clerk said that Mr. Jackson is not the man she saw giving an envelope of the same type as the bribe envelope to the zoning official just before the vote.,"A zoning board clerk said the man who handed an envelope of the same type as the bribe envelope to the zoning official just before the vote “was maybe” Mr. Jackson, but “I never got enough of a look to be at all sure.”",Mr. Jackson was previously convicted of failing to pay his taxes.,The head of the local Better Business Bureau testified that Mr. Jackson has a good character as an honest businessman.,Propensity,????,NA,NA,NA,NA,NA,NA,2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,2025-10-28_23h28.17.992,2697_2025-10-28_23h28.17.992
/Users/rogershome/Downloads/juror_data_full/Batch 1/Experiment Files/2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,NA,NA,2697,simulation,2025-10-28_23h28.21.653,JurorPsychopyTest,2025.1.1,Win32,30.03003003,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,1737.5042,1771.6268,ambiguous,ambiguous,none,none,right,34.0951,NA,1771.6268,1776.8267,right,5.1733,NA,1776.8276,1808.4263,1,[1.599999999999909],[1.599999999999909],1808.4268,2276.4214,"A woman is accused of running a fraudulent mortgage company.  She claimed that she would save a lot of money for someone if they went with her.  By the time it was discovered, she had gotten away with scamming millions of dollars from unsuspecting victims.  The FBI discovered 10 people that match the collection notices, including the accused woman.  When police went through her computer, they did find that she searched for the records of foreclosure notices as well as $100 monthly donations to homeless shelters. ",1,[2276.473],[2276.4731000000015],2276.4221,2290.0539,69,10,12,49,Guilty,1,[1.0333999999984371],[1.0333999999984371],Scenerio,2290.0552,2295.2295,True,0,1,[1.6090000000003783],[1.6090000000003783],0,3,3,7,1,24,C,False Pretenses $100K+,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments.",Ms. Franklin’s fingerprint was found on a collection notice from the fake company.,An expert testified that fingerprints on collection notices from the fake company are not Ms. Franklin’s.,"The FBI data bank identified ten people, including Ms. Franklin, with prints that could match those on the fake company’s collection notices and letterhead mailed to the victims.","Ms. Franklin’s computer contained spreadsheets with names, mortgage policy numbers, and payment records of 20 of the defrauded homeowners.","Ms. Franklin’s computer contained meticulous records for two legitimate businesses she owns, plus her personal budget and tax records, but nothing connected to the fake company.","Ms. Franklin’s laptop shows a Google search for records of foreclosure notices, along with her bank statements showing donations of $100 every month to homeless shelters.","A print-shop employee identified Ms. Franklin from a lineup as the person who picked up business cards with the fake company’s logo, name, and address.","An insurance agent in the same building as the fake company saw several people in the fake company’s office, but never Ms. Franklin.",An insurance agent in the same building as the fake company saw someone who “might or might not” have been Ms. Franklin going into the fake company.,Ms. Franklin's former roommate says in her opinion Ms. Franklin is not an honest person.,Ms. Franklin's employer says in his opinion Ms. Franklin is an honest person.,Propensity,Pate,NA,NA,NA,NA,NA,NA,2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,2025-10-28_23h28.17.992,2697_2025-10-28_23h28.17.992
/Users/rogershome/Downloads/juror_data_full/Batch 1/Experiment Files/2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,NA,NA,2697,simulation,2025-10-28_23h28.21.653,JurorPsychopyTest,2025.1.1,Win32,30.03003003,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,2295.2311,2338.6535,clear_in,clear_in,clear_in,clear_in,right,43.3949,NA,2338.6535,2341.8202,right,3.1488,NA,2341.8209,2374.5197,1,[2.699999999999818],[2.699999999999818],2374.5202,2683.4913,A woman is accused of trying to conceal a dress from a clothing store by cutting off the tags.  The stores cameras caught her going into the fitting room and a store employee heard what she thought was scissors cutting something.  The scissors was still in the fitting room and had the accused woman's fingerprints on it.   ,1,[2683.543],[2683.543],2683.492,2696.8825,84,69,49,92,Guilty,1,[1.4915000000000873],[1.4915000000000873],Evidence,2696.8842,2706.4823,True,3,1,[1.3246999999992113],[1.3246999999992113],0,4,4,0,1,2,M3,Concealment of Merchandise,Shoplifting,Removing price tags from and hiding an item of clothing.,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store.",An investigator testified Mrs. Armstrong’s fingerprints were on a pair of scissors left in a fitting room alongside cut-off theft prevention tags from the dress.,An investigator testified that fingerprints found on scissors left in a fitting room alongside cut-off theft prevention tags from the dress were not Mrs. Armstrong’s.,An investigator testified that smudged fingerprints found on scissors left in a fitting room alongside cut-off theft prevention tags cannot be said to either match or exclude Mrs. Armstrong.,A video from the department shows Mrs. Armstrong going into the fitting room with the dress and coming out without it.,A video from the department store shows Mrs. Armstrong going into the fitting room with the dress and later leaving and hanging it back on a rack.,"A video from the department store shows Mrs. Armstrong walking into the fitting room with several dresses and coming out with fewer dresses, but the dress she is accused of concealing is not visible in the video.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, and identified Mrs. Armstrong as the woman who came out of that dressing room.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, and that Mrs. Armstrong was not the woman who came out of that dressing room.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, but could not say for sure whether Mrs. Armstrong was the woman who came out of the dressing room.",Mrs. Armstrong's former employer testifies she had a poor reputation for truthfulness in her workplace.,Mrs. Armstrong's minister testifies she has an excellent reputation for truthfulness among her fellow parishioners.,Truthfulness,Artemis,NA,NA,NA,NA,NA,NA,2697_Legal_Decision_Making_Study_2025-10-28_23h28.17.992.csv,2025-10-28_23h28.17.992,2697_2025-10-28_23h28.17.992
