source_file,setUpRoutine.started,setUpRoutine.stopped,participant,condition,date,expName,psychopyVersion,OS,frameRate,appendEvidence.started,appendEvidence.stopped,Introduction1.started,Introduction1.stopped,infiniteLoop.thisRepN,infiniteLoop.thisTrialN,infiniteLoop.thisN,infiniteLoop.thisIndex,infiniteLoop.ran,evidenceCategory,Scenerio.started,Scenerio.stopped,physical,document,witness,character,continueScenerioButton.keys,continueScenerioButton.rt,continueScenerioButton.duration,Instructions.started,Instructions.stopped,instructionContinue.keys,instructionContinue.rt,instructionContinue.duration,waitThirty.started,waitThirty.stopped,waitThirtyContinueButton.numClicks,waitThirtyContinueButton.timesOn,waitThirtyContinueButton.timesOff,userResponse.started,userResponse.stopped,responseTextBox.text,userResponseContinue.numClicks,userResponseContinue.timesOn,userResponseContinue.timesOff,Survey.started,Survey.stopped,rating.response,recall.response,know.response,realrate.response,verdict.response,surveyNext.numClicks,surveyNext.timesOn,surveyNext.timesOff,knowledgeChecked,knowledgeCheck.started,knowledgeCheck.stopped,knowledgeCheckSuccess,knowledgeCheckResponseSlider.response,knowledgeCheckNext.numClicks,knowledgeCheckNext.timesOn,knowledgeCheckNext.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rank,severity,crime,crimeType,crimeDescription,baseScenerio,physicalInc,physicalExc,physicalAmb,documentInc,documentExc,documentAmb,witnessInc,witnessExc,witnessAmb,characterInc,characterExc,characterVirtue,draftedBy,recallKnowledgeCheck.started,recallKnowledgeCheck.stopped,recallResponseTextBox.text,recallResponseContinue.numClicks,recallResponseContinue.timesOn,recallResponseContinue.timesOff,filename,file_timestamp,participant_unique
/Users/rogershome/Downloads/juror_data_full/Batch 5/Experimental Files/7830_Legal_Decision_Making_Study_2025-10-31_18h55.37.699.csv,NA,NA,7830,simulation,2025-10-31_18h55.39.350,JurorPsychopyTest,2025.1.1,Win32,60.24096386,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,926.4099,946.2841,clear_in,clear_in,none,clear_ex,right,19.8686,NA,946.2844,951.118,right,4.8287,NA,951.1209,982.3232,1,[1.205500000000029],[1.205500000000029],982.3242,1004.0579,I could imagine the scene of the party and car driving by that belonged to the accused,1,[1004.0930000000001],[1004.0930000000001],1004.0593,1008.8905,89,72,59,59,Guilty,1,[0.3875000000000455],[0.3875000000000455],Evidence,1008.8939,1012.9077,True,0,1,[0.5508000000119182],[0.5508000000119182],0,7,7,4,1,19,E,Discharge weapon into occupied property,"Assault, kidnapping",Firing a gun into a party and injuring two people.,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass.",Markings on bullets recovered from the neighbor’s yard match bullets test-fired from Mr. Anderson’s gun.,Markings on bullets in the neighbor’s yard do not match bullets test-fired from Mr. Anderson’s only gun.,"Markings on bullets later found in in the neighbor’s yard are the same caliber as a gun owned by Mr. Anderson, but the bullets were too damaged for a definite match.","911 recorded a caller from Mr. Anderson’s phone telling the operator, “If you don’t do something about the party, I will.”","911 recorded a caller from a different neighbor’s phone telling the operator, “If you don’t do something about the party, I will.”","911 recorded a call from a phone with no caller ID, telling the operator, “If you don’t do something about his party, I will.”",A woman at the party says she saw someone she later identified as Mr. Anderson shooting from a window in his house.,A woman at the party says she saw someone with a gun at an open window in a house across the street from Mr. Anderson’s house.,An eyewitness says she could not tell whether the shots came from Mr. Anderson’s house or the house across the street.,A neighbor testified that Mr. Anderson has a reputation for being violent.,A neighbor testified that Mr. Anderson has a reputation for non-violence.,Propensity,???,NA,NA,NA,NA,NA,NA,7830_Legal_Decision_Making_Study_2025-10-31_18h55.37.699.csv,2025-10-31_18h55.37.699,7830_2025-10-31_18h55.37.699
/Users/rogershome/Downloads/juror_data_full/Batch 5/Experimental Files/7830_Legal_Decision_Making_Study_2025-10-31_18h55.37.699.csv,NA,NA,7830,simulation,2025-10-31_18h55.39.350,JurorPsychopyTest,2025.1.1,Win32,60.24096386,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,1012.9119,1042.7575,clear_in,ambiguous,ambiguous,none,right,29.8435,NA,1042.7576,1043.4079,right,0.6497,NA,1043.4097,1079.5081,1,[6.1066000000239455],[6.1066000000239455],1079.5093,1112.7372,I absolutely could see the situation unfold and that he drove the car down the walkway,1,[1112.7712999999524],[1112.7712999999524],1112.7386,1117.7689,96,72,71,68,Guilty,1,[0.4334999999998672],[0.4334999999998672],False,1117.7727,1117.7755,None,NA,0,[],[],0,8,8,9,1,30,A,Murder 1st - 4 counts,Homicide,Driving an SUV into a crowd and killing four people.,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",An expert testified that a palm print from the driver’s door matches Mr. Juval.,An expert testified that none of the fingerprints in the SUV match Mr. Juval.,An expert testified there are not enough similarities between Mr. Juval’s palm print and a palm print on the SUV’s door for a conclusive match.,"An expert testified that Mr. Juval’s computer had a map of the mall with a note, “No place to hide.”",Selfies on Mr. Juval’s phone show he was at a wine bar two miles away when the SUV drove onto the walkway.,Mr. Juval’s computer contains a map of the walkway with shopping hours and driving directions to the entrance.,A tourist who was knocked over by the fleeing driver identified Mr. Juval in a police lineup.,A tourist who was knocked over by the fleeing driver says it was not Mr. Juval.,A tourist who was knocked over by the fleeing driver said maybe it was Mr. Juval but it could have been someone else.,Mr. Juval was convicted five years ago for threatening workers at a construction site in his neighborhood.,A shopkeeper in Mr. Juval’s neighborhood testified that Mr. Juval has a good reputation for telling the truth.,Truthfulness,Pate,NA,NA,NA,NA,NA,NA,7830_Legal_Decision_Making_Study_2025-10-31_18h55.37.699.csv,2025-10-31_18h55.37.699,7830_2025-10-31_18h55.37.699
/Users/rogershome/Downloads/juror_data_full/Batch 5/Experimental Files/7830_Legal_Decision_Making_Study_2025-10-31_18h55.37.699.csv,NA,NA,7830,simulation,2025-10-31_18h55.39.350,JurorPsychopyTest,2025.1.1,Win32,60.24096386,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,1117.778,1165.1358,ambiguous,clear_in,clear_in,clear_ex,right,47.3547,NA,1165.1361,1166.2532,right,1.1072,NA,1166.2569,1197.3596,1,[1.1068999999761218],[1.106999999999971],1197.3605,1221.2885,I could see a shadowy figure sneaking an envelope but it was not a clear image,1,[1221.3222999999523],[1221.3223999999761],1221.2897,1226.6768,33,58,54,48,Guilty,1,[0.4335999999643718],[0.4335999999643718],False,1226.6785,1226.6801,None,NA,0,[],[],0,9,9,2,1,14,F,Bribery of Public Official,Fraud & bribery,Bribing a public official.,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",DNA from under the sealed flap of the bribe envelope matches Mr. Jackson.,DNA from under the sealed flap of the bribe envelope matches someone other than Mr. Jackson.,"DNA from the bribe envelope partly matches Mr. Jackson’s DNA, but the DNA sample is degraded and not reliable.","Records show cash withdrawals of $9,500 from Mr. Jackson’s bank account for five consecutive months – totaling $47,500 -- leading up to the zoning board vote.",Mr. Jackson’s bank account records for a year before the zoning vote show no unusual withdrawals.,"Bank records and a deed of sale show that Mr. Jackson sold his 34-foot sailboat for $43,000 three weeks before the zoning vote.",A zoning board clerk saw someone she later identified as Mr. Jackson give an envelope of the same type as the bribe envelope to the zoning official just before the vote.,A zoning board clerk said that Mr. Jackson is not the man she saw giving an envelope of the same type as the bribe envelope to the zoning official just before the vote.,"A zoning board clerk said the man who handed an envelope of the same type as the bribe envelope to the zoning official just before the vote “was maybe” Mr. Jackson, but “I never got enough of a look to be at all sure.”",Mr. Jackson was previously convicted of failing to pay his taxes.,The head of the local Better Business Bureau testified that Mr. Jackson has a good character as an honest businessman.,Propensity,????,NA,NA,NA,NA,NA,NA,7830_Legal_Decision_Making_Study_2025-10-31_18h55.37.699.csv,2025-10-31_18h55.37.699,7830_2025-10-31_18h55.37.699
/Users/rogershome/Downloads/juror_data_full/Batch 5/Experimental Files/7830_Legal_Decision_Making_Study_2025-10-31_18h55.37.699.csv,NA,NA,7830,simulation,2025-10-31_18h55.39.350,JurorPsychopyTest,2025.1.1,Win32,60.24096386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226.6808,1226.6853,NA,0,[],[],7830_Legal_Decision_Making_Study_2025-10-31_18h55.37.699.csv,2025-10-31_18h55.37.699,7830_2025-10-31_18h55.37.699
/Users/rogershome/Downloads/juror_data_full/Batch 5/Experimental Files/7830_Legal_Decision_Making_Study_2025-10-31_18h55.37.699.csv,NA,NA,7830,simulation,2025-10-31_18h55.39.350,JurorPsychopyTest,2025.1.1,Win32,60.24096386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7830_Legal_Decision_Making_Study_2025-10-31_18h55.37.699.csv,2025-10-31_18h55.37.699,7830_2025-10-31_18h55.37.699
/Users/rogershome/Downloads/juror_data_full/Batch 5/Experimental Files/7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,2e-4,3e-4,7975,recall,2025-10-31_13h51.21.162,JurorPsychopyTest,2025.1.1,Win32,74.07407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,2025-10-31_13h50.46.333,7975_2025-10-31_13h50.46.333
/Users/rogershome/Downloads/juror_data_full/Batch 5/Experimental Files/7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,NA,NA,7975,recall,2025-10-31_13h51.21.162,JurorPsychopyTest,2025.1.1,Win32,74.07407407,0.0079,0.0079,111.9036,126.5563,6,0,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,2025-10-31_13h50.46.333,7975_2025-10-31_13h50.46.333
/Users/rogershome/Downloads/juror_data_full/Batch 5/Experimental Files/7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,NA,NA,7975,recall,2025-10-31_13h51.21.162,JurorPsychopyTest,2025.1.1,Win32,74.07407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,126.5632,142.8917,clear_in,clear_in,clear_ex,clear_in,right,16.3173,NA,142.8927,160.6951,right,17.7954,NA,160.6953,193.8464,1,[3.1632000000476808],[3.1632000000476808],193.8464,497.6394,"Maizy Franklin is accused of running a fake mortgage repayment scheme where she was collecting over 3 million from 200 homeowners. The evidence against her includes spreadsheets on her computer with her victims information and her fingerprints on a collection notice. In addition, an insurance agent never saw her in the office and her former roommate also said that she wasn't very honest.",1,[497.67729999995237],[497.67729999995237],497.6398,751.4645,68,12,70,93,Guilty,1,[0.7873999998570298],[0.7873999998570298],Scenerio,751.4651,783.5349,True,1,1,[27.89309999990462],[27.89309999990462],0,0,0,7,1,24,C,False Pretenses $100K+,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments.",Ms. Franklin’s fingerprint was found on a collection notice from the fake company.,An expert testified that fingerprints on collection notices from the fake company are not Ms. Franklin’s.,"The FBI data bank identified ten people, including Ms. Franklin, with prints that could match those on the fake company’s collection notices and letterhead mailed to the victims.","Ms. Franklin’s computer contained spreadsheets with names, mortgage policy numbers, and payment records of 20 of the defrauded homeowners.","Ms. Franklin’s computer contained meticulous records for two legitimate businesses she owns, plus her personal budget and tax records, but nothing connected to the fake company.","Ms. Franklin’s laptop shows a Google search for records of foreclosure notices, along with her bank statements showing donations of $100 every month to homeless shelters.","A print-shop employee identified Ms. Franklin from a lineup as the person who picked up business cards with the fake company’s logo, name, and address.","An insurance agent in the same building as the fake company saw several people in the fake company’s office, but never Ms. Franklin.",An insurance agent in the same building as the fake company saw someone who “might or might not” have been Ms. Franklin going into the fake company.,Ms. Franklin's former roommate says in her opinion Ms. Franklin is not an honest person.,Ms. Franklin's employer says in his opinion Ms. Franklin is an honest person.,Propensity,Pate,NA,NA,NA,NA,NA,NA,7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,2025-10-31_13h50.46.333,7975_2025-10-31_13h50.46.333
/Users/rogershome/Downloads/juror_data_full/Batch 5/Experimental Files/7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,NA,NA,7975,recall,2025-10-31_13h51.21.162,JurorPsychopyTest,2025.1.1,Win32,74.07407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,783.5366,802.3523,clear_in,clear_in,clear_in,clear_in,right,18.8103,NA,802.3524,837.8256,right,35.4665,NA,837.8294,898.176,1,[30.361900000095375],[30.361900000095375],898.1765,898.3364,NA,1,[898.3745999999046],[898.3745999999046],898.3371,964.7188,96,8,78,70,Guilty,1,[5.538600000142992],[5.538600000142992],False,964.7201,964.721,None,NA,0,[],[],0,1,1,4,1,19,E,Discharge weapon into occupied property,"Assault, kidnapping",Firing a gun into a party and injuring two people.,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass.",Markings on bullets recovered from the neighbor’s yard match bullets test-fired from Mr. Anderson’s gun.,Markings on bullets in the neighbor’s yard do not match bullets test-fired from Mr. Anderson’s only gun.,"Markings on bullets later found in in the neighbor’s yard are the same caliber as a gun owned by Mr. Anderson, but the bullets were too damaged for a definite match.","911 recorded a caller from Mr. Anderson’s phone telling the operator, “If you don’t do something about the party, I will.”","911 recorded a caller from a different neighbor’s phone telling the operator, “If you don’t do something about the party, I will.”","911 recorded a call from a phone with no caller ID, telling the operator, “If you don’t do something about his party, I will.”",A woman at the party says she saw someone she later identified as Mr. Anderson shooting from a window in his house.,A woman at the party says she saw someone with a gun at an open window in a house across the street from Mr. Anderson’s house.,An eyewitness says she could not tell whether the shots came from Mr. Anderson’s house or the house across the street.,A neighbor testified that Mr. Anderson has a reputation for being violent.,A neighbor testified that Mr. Anderson has a reputation for non-violence.,Propensity,???,NA,NA,NA,NA,NA,NA,7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,2025-10-31_13h50.46.333,7975_2025-10-31_13h50.46.333
/Users/rogershome/Downloads/juror_data_full/Batch 5/Experimental Files/7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,NA,NA,7975,recall,2025-10-31_13h51.21.162,JurorPsychopyTest,2025.1.1,Win32,74.07407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,964.7224,979.6659,ambiguous,ambiguous,ambiguous,none,right,14.9405,NA,979.6659,992.3711,right,12.6981,NA,992.3722,1025.6826,1,[3.323299999952269],[3.323299999952269],1025.6832,1703.748,(2nd case text box didn't load: Michael Anderson is accused of shooting from his window late at night into a crowded party that was next door. He is accused of injuring two people when a bullet shattered a beer bottle and it sprayed glass all over. The evidence again Mr. Anderson includes a neighbor's testimony that he has violent reputation and another partygoer identified him as the shooter. There was also a 911 call from Mr. Anderson's phone were he threatened the party and the bullet markings at the scene match the bullets that were test fired from his gun.)3rd case: Wendy Armstrong is accused of concealing a dress worth 1200 in a department store and cutting off its anti theft tags and then hiding it in here purse. There is also a store video that shows Mrs. Armstrong entering the fitting room with several dresses and leaving with less and there are smudged fingerprints on some scissors that were found near the cut-off tags. A store clerk also herd some scissors in the fitting room cut could not identify her as the person who came out of the dressing room.,1,[1703.7859999999998],[1703.7860999999045],1703.7487,1816.6272,96,5,91,87,Guilty,1,[2.3220999999045944],[2.3220999999045944],Evidence,1816.6464,1857.0119,True,3,1,[9.929399999856969],[9.929399999856969],0,2,2,0,1,2,M3,Concealment of Merchandise,Shoplifting,Removing price tags from and hiding an item of clothing.,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store.",An investigator testified Mrs. Armstrong’s fingerprints were on a pair of scissors left in a fitting room alongside cut-off theft prevention tags from the dress.,An investigator testified that fingerprints found on scissors left in a fitting room alongside cut-off theft prevention tags from the dress were not Mrs. Armstrong’s.,An investigator testified that smudged fingerprints found on scissors left in a fitting room alongside cut-off theft prevention tags cannot be said to either match or exclude Mrs. Armstrong.,A video from the department shows Mrs. Armstrong going into the fitting room with the dress and coming out without it.,A video from the department store shows Mrs. Armstrong going into the fitting room with the dress and later leaving and hanging it back on a rack.,"A video from the department store shows Mrs. Armstrong walking into the fitting room with several dresses and coming out with fewer dresses, but the dress she is accused of concealing is not visible in the video.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, and identified Mrs. Armstrong as the woman who came out of that dressing room.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, and that Mrs. Armstrong was not the woman who came out of that dressing room.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, but could not say for sure whether Mrs. Armstrong was the woman who came out of the dressing room.",Mrs. Armstrong's former employer testifies she had a poor reputation for truthfulness in her workplace.,Mrs. Armstrong's minister testifies she has an excellent reputation for truthfulness among her fellow parishioners.,Truthfulness,Artemis,NA,NA,NA,NA,NA,NA,7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,2025-10-31_13h50.46.333,7975_2025-10-31_13h50.46.333
/Users/rogershome/Downloads/juror_data_full/Batch 5/Experimental Files/7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,NA,NA,7975,recall,2025-10-31_13h51.21.162,JurorPsychopyTest,2025.1.1,Win32,74.07407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,1857.0132,1871.8259,clear_in,clear_in,clear_in,clear_ex,right,14.8016,NA,1871.8259,1896.1954,right,24.3604,NA,1896.2108,1931.8426,1,[5.658800000190695],[5.658800000190695],1931.8431,2142.163,"Patricia Garcia is accused of kidnapping a newborn baby by posing as a hospital employee and taking the newborn from the hospital room of the newborn's mother while she was sleeping. The evidence against Mrs. Garcia include the newborn's DNA being found in her home, a patient identified her leaving the hospital with a crying baby and the hospitals security camera also caught her carrying the baby. A community leader did testify that Mrs. Garcia is very truthful.",1,[2142.201],[2142.201],2142.1637,2232.2053,95,17,75,93,Guilty,1,[0.6005999999047162],[0.6007000000477092],False,2232.206,2232.207,None,NA,0,[],[],0,3,3,6,1,22,E,Kidnapping 2nd degree,"Assault, kidnapping",Kidnapping a newborn.,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,A crime lab analyst testified that the newborn’s DNA was found in Ms. Garcia’s home.,"A crime lab analysis showed that no DNA from the mother’s hospital room matches Ms. Garcia’s, and there was no DNA from the baby in Ms. Garcia’s home or car.",Ms. Garcia’s DNA matched DNA from a bathroom near the hospital’s emergency room doors.,A digital evidence expert testified that hospital security cameras show Ms. Garcia leaving the hospital with a baby in her arms.,A digital evidence expert testified that hospital security cameras show Ms. Garcia leaving the hospital empty handed while the mother was sleeping.,"Hospital security cameras show a woman loading a baby into a car’s back seat, but neither the driver nor the license number are clear.",A patient smoking near the hospital’s back exit door testified to seeing a woman he identified as Ms. Garcia leave the hospital with a crying baby.,A nurse testified she saw Ms. Garcia visiting a patient on a different floor when the alarm alerted nurses staff that a baby had been taken from the maternity floor.,"The attendant who raised the hospital parking gate for Ms. Garcia to leave testified that what looked like a baby carrier was in the back seat, but could not see if it held a baby.",Ms. Garcia was previously convicted for attempted carjacking.,A prominent leader in the community has testified that his opinion of Ms. Garcia after knowing her for years is that she is a very truthful person.,Truthfulness,Artemis,NA,NA,NA,NA,NA,NA,7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,2025-10-31_13h50.46.333,7975_2025-10-31_13h50.46.333
/Users/rogershome/Downloads/juror_data_full/Batch 5/Experimental Files/7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,NA,NA,7975,recall,2025-10-31_13h51.21.162,JurorPsychopyTest,2025.1.1,Win32,74.07407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,2232.2074,2243.9498,clear_ex,clear_in,clear_in,clear_ex,right,11.739,NA,2243.9498,2353.3458,right,109.3849,NA,2353.3471,2388.2587,1,[4.919600000142964],[4.919600000142964],2388.2593,2618.7964,"Eleanor Mitchells is accused of stealing a down jacket and a fleece hat from a Target store by removing the price tags and and packaging in a changing room and then wearing the items she stole while also buying some peanut butter, chocolate milk and raisin bread at the checkout. A cashier said that she was wearing the jacket and hat while checking out and the police also found a Target receipt in her apartment for those same items that was time stamped for the the same time as the theft. However her fingerprints did not match those on the torn packaging.",1,[2618.8344000000957],[2618.8344000000957],2618.797,2662.0633,70,19,18,96,Guilty,1,[18.817799999952513],[18.817799999952513],Evidence,2662.065,2806.0793,True,3,1,[133.7796000001431],[133.7796000001431],0,4,4,1,1,6,M1,Larceny misdemeanor,Burglary & theft,Shoplifting clothing.,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",Torn packaging left in the changing room carries Mrs. Mitchell’s fingerprints.,Mrs. Mitchell’s fingerprints do not match those inside the torn packaging from in the changing room,"Mrs. Mitchell’s fingerprints have some similarities to prints in the torn packaging from changing room, but not enough to be sure of a match.","In Mrs. Mitchell’s apartment, police found a Target receipt, time-stamped around the time of the theft, for peanut butter, chocolate milk, and raisin bread.",A gas receipt shows Mrs. Mitchell’s credit card was used 20 miles from the Target 10 minutes before the theft.,A credit card receipt shows that Mrs. Mitchell used her credit card to purchase several items at a convenience store 25 miles away from the Target on the day the theft occurred.,"A cashier testified that Mrs. Mitchell is the person who bought peanut butter, chocolate milk, and raisin bread while wearing the kind of jacket and cap that were taken.","A cashier testified that Mrs. Mitchell is not the woman who bought peanut butter, chocolate milk, and raisin bread.","A cashier testified that Mrs. Mitchell “might be” the woman buying peanut butter, chocolate milk, and raisin bread.","Mrs. Mitchell's former employer says that in his opinion, she was prone to theft.",Mrs. Mitchell testified that she is not the kind of person who would ever steal anything from anyone.,Propensity,Pate,NA,NA,NA,NA,NA,NA,7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,2025-10-31_13h50.46.333,7975_2025-10-31_13h50.46.333
/Users/rogershome/Downloads/juror_data_full/Batch 5/Experimental Files/7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,NA,NA,7975,recall,2025-10-31_13h51.21.162,JurorPsychopyTest,2025.1.1,Win32,74.07407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,2806.0799,2913.1932,clear_in,ambiguous,ambiguous,clear_in,right,107.1008,NA,2913.1932,2915.0215,right,1.8214,NA,2915.0225,2948.333,1,[3.3229999999998654],[3.3229999999998654],2948.3334,3327.7174,Astrid Clarke is being accused of embezzling money from her department store employer by bagging items without charging for them and then getting paid. There are fingerprints that Clarke's that were found on some of the recovered items that she is accused  of freebagging and neighbor also testified that she is not very honest. Also a security camera has a footage that shows an unidentified employee freebagging items at the register that Clarke worked at and a customer recalls seeing an employee bag items without ringing them up but couldn't identify who. ,1,[3327.7554000000955],[3327.7554000000955],3327.7182,3466.6343,70,13,10,93,Guilty,1,[115.6287000000475],[115.6287000000475],Evidence,3466.6353,3481.2749,True,1,1,[4.430200000047535],[4.430200000047535],0,5,5,5,1,20,C,Embezzlement,Burglary & theft,Stealing from their workplace by taking items without charging for them.,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by ""freebagging,"" bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.",An fingerprint expert testified that Ms. Clarke’s fingerprints were among those found on the the recovered items,"An expert testified that of the many fingerprints on the recovered items, none were Ms. Clarke’s.","A fingerprint expert testified that of the many fingerprints on the recovered items, only one partial print could be Ms. Clarke's but it was too smudged to provide a certain match.",A store security camera video shows Ms. Clarke repeatedly bagging items for the same two customers so quickly that ringing them up would have been difficult.,A store security camera video shows no obvious evidence of Ms. Clarke bagging any items without first hitting keys on the register.,A store security camera shows an employee who cannot be identified from the video freebagging items on a register on the floor where Ms. Clarke worked.,A store customer remembers Ms. Clarke putting items in a bag for the customer before her and thinks that not all the items were rung up.,A store customer remembers a store employee other than Ms. Clarke putting items in a bag for a customer without ringing them up.,A store customer remembers a store employee putting items in a bag for a customer without ringing them up but cannot be sure whether the employee was Ms. Clarke.,Ms. Clarke’s neighbor says she has a poor reputation for honesty in the neighborhood.,Ms. Clarke’s priest says she has an excellent reputation for honesty among the church community.,Propensity,Don,NA,NA,NA,NA,NA,NA,7975_Legal_Decision_Making_Study_2025-10-31_13h50.46.333.csv,2025-10-31_13h50.46.333,7975_2025-10-31_13h50.46.333
